name,city,state,address,zip_code,latitude,longitude,rating,review_count,categories,price,business_id
Cafe Aloe,Bellevue,WA,10961 NE 2nd Pl,98004,47.612241,-122.194627,4.1,369,"Cafes, Coffee & Tea, Breakfast & Brunch",$$,Dy3QzvFSpqMsMKQsMiNVUQ
MOTO Pizza - Belltown,Seattle,WA,3131 Western Ave,98121,47.618256,-122.357403,4.4,115,"Pizza, Desserts, Ice Cream & Frozen Yogurt",$$,g17lDx9e-2yaqTcCyNPHng
Neighborhood Cafe,Tukwila,WA,17165 Southcenter Pkwy,98108,47.44960649709705,-122.26334,3.9,223,"Bubble Tea, Coffee & Tea, Cafes",$$,Z9eR8N3DFf9gc-YfGJzlyw
Coche Valley Dessert Cafe,Seattle,WA,1424 E Pine St,98122,47.615435,-122.313018,4.4,139,"Desserts, Bubble Tea, Creperies",N/A,Rpt26x5AhFpry-6J6hFfPA
Lady M Cake Boutique,Bellevue,WA,219 Bellevue Sq,98004,47.61618805793696,-122.20446928650804,3.8,177,"Desserts, Custom Cakes, Bakeries",N/A,N14DAEhJ9wbsAsWukeABbQ
Offline Coffee,Seattle,WA,711 Bellevue Ave E,98102,47.62548279142534,-122.3268564,4.8,8,"Coffee & Tea, Cafes, Venues & Event Spaces",N/A,nHLe_fnIaHeDO19D4JVPcw
Story Coffee & Tea,Bellevue,WA,11011 NE 9th St,98004,47.617857,-122.192406,4.4,107,"Coffee & Tea, Desserts",N/A,5T6_GTEiDOERNOeVDfe4VQ
Meet Fresh,Bellevue,WA,15552 Lake Hills Blvd,98007,47.60363,-122.13226,3.5,394,"Desserts, Bubble Tea, Shaved Ice",$$,G9eADRZysfU5Po9IFhkZEQ
Sugar & Spice,Seattle,WA,,98101,47.6114730834961,-122.334014892578,4.5,2,Desserts,N/A,0VlZ0C0r1JRrB4Fw_R11jg
Cake Meet Me Patisserie,Bellevue,WA,1120 112th Ave NE,98004,47.620663744614,-122.18971,4.2,72,"Bakeries, Coffee & Tea, Desserts",N/A,VUSFLdt8eJ9M-5eUXtJxeQ
Timeless Tea,Seattle,WA,1000 NE 50th St,98105,47.66533,-122.3172011,4.2,283,"Desserts, Bubble Tea",N/A,7mDNz9pLMvjXP6XOt2gODA
Purple Café and Wine Bar,Seattle,WA,1225 4th Ave,98101,47.60796189916494,-122.33508233673626,4.0,3049,"New American, Wine Bars, Desserts",$$$,Mh5o8RtQNNUxhoJe6BxVkg
Junbi Matcha,Seattle,WA,722 E Pike St,98122,47.61426885688957,-122.3224041,4.2,31,"Cafes, Coffee & Tea, Ice Cream & Frozen Yogurt",N/A,9AFQ5_ktfxzEkbwyPocH9Q
Mitten Sweets & Coffee,Seattle,WA,509 13th Ave,98122,47.606415,-122.315724,4.7,83,"Desserts, Patisserie/Cake Shop",$$,Hp87c6gufByV1gkPOsZIoQ
Atulea,Seattle,WA,7006 Greenwood Ave N,98103,47.6799,-122.35495,4.4,34,"Coffee & Tea, Desserts",N/A,DSgXCEgR0yeLn5NbcYEqkw
FogRose Atelier,Kirkland,WA,15 Lake St,98033,47.675956943668645,-122.20714964391414,4.0,211,"Desserts, Cocktail Bars, Tea Rooms",N/A,bw74RLjeNo8dR6UjUMrvHg
Snowy Village,Bellevue,WA,1075 Bellevue Way NE,98004,47.619699706912165,-122.20271478516148,4.0,168,"Shaved Ice, Desserts, Cafes",$$,oNyBymvWS7v1MsxADQJ-Ag
Hui Lau Shan,Bellevue,WA,298 106th Ave NE,98004,47.6127425,-122.1986127,4.0,175,"Desserts, Cantonese",$$,1IogACFNk-YynqnlGAkGzw
Yezi Coconut Dessert,Bellevue,WA,10617 NE 2nd St,98004,47.61181,-122.1983,4.3,146,Desserts,$$,e2Bmnll23TUwgRe8QM6Xpg
Cloud City Coffee,Seattle,WA,8801 Roosevelt Way NE,98115,47.6923141479492,-122.317939758301,4.2,397,"Coffee & Tea, Cafes",$,Ie47mt2HGXodEi5XdsYlFg
Heuk Hwa Dang,Lynnwood,WA,17425 Hwy 99,98037,47.840524,-122.297593,4.4,29,"Bubble Tea, Desserts, Ice Cream & Frozen Yogurt",N/A,ZvD8nT12oq32fgg95Neu9w
Get Baked Seattle Cookie,Seattle,WA,1501 Western Ave,98101,47.608369,-122.341597,4.7,61,"Desserts, Coffee & Tea, Juice Bars & Smoothies",$$,0hEku-fToPCeoWBL_zHsRA
The Moo Bar,Seattle,WA,2124 Westlake Ave,98121,47.61738226476446,-122.33805702326796,3.2,647,"Desserts, Bubble Tea, Coffee & Tea",$$,wEsKFcjc1WlY_TFnQkKfvA
Ohh Macarons,Bothell,WA,10035 Main St,98011,47.759893,-122.205753,4.4,34,"Desserts, Macarons",N/A,5GAEPV3G_vOLIwfY0deH1g
One Bite Cafe,Woodinville,WA,14148 NE Woodinville Duvall Rd,98072,47.75497400000217,-122.15074492945764,4.2,60,"Cafes, Bakeries",N/A,LP9J4ZXWzjKKMDHKGfieig
One Bite Cafe,Lake Forest Park,WA,17171 Bothell Way NE,98155,47.7540097,-122.2803679,4.0,21,"Cafes, Desserts, Bubble Tea",N/A,l0yI-OXngZAfLZByvrpByw
Bake Shop,Seattle,WA,221 1st Ave W,98119,47.6204176,-122.35849663654098,4.3,114,"Cafes, Bakeries, Coffee & Tea",$$,Jo1X7BR62uLctchXvMhupQ
Hello Robin,Seattle,WA,522 19th Ave E,98112,47.6238087792208,-122.307136621784,4.5,864,"Bakeries, Desserts",$$,XTrf7pn2nbcNLgsYQtx4vg
Miss Oz Ice Cream & Dessert,Portland,OR,1105 NW Johnson St,97209,45.52877,-122.68253,4.3,576,"Ice Cream & Frozen Yogurt, Coffee & Tea, Desserts",$$,D3ND25B6h3xOJVuohZxMtg
Phin Caphe & Boba,Portland,OR,11906 SE Division St,97266,45.50363,-122.54053,4.4,137,"Coffee & Tea, Desserts, Juice Bars & Smoothies",$$,yt6-m6PUm-J15lgsukXeHg
Yunomi Matcha,Portland,OR,304 NE 28th Ave,97232,45.52522,-122.6370542,4.7,62,Cafes,N/A,7nfcaXQwWQ88cfBCqVf_Lg
Snowy Village,Portland,OR,3912 N Vancouver,97227,45.55098,-122.66769,4.0,212,"Desserts, Shaved Ice",$$,IGO1zBHEic5tKrKDSkm_iw
Meet Fresh,Tigard ,OR,11945 SW Pacific Hwy,97223,45.4341752,-122.7659189,4.0,115,"Desserts, Shaved Ice, Waffles",$$,50cctpAU60h5JCtKTA5Mgg
Premium Matcha Cafe Maiko,Portland,OR,3416 SE Cesar Estrada Chavez Blvd,97202,45.49801,-122.62133,4.6,348,"Desserts, Ice Cream & Frozen Yogurt, Shaved Ice",$$,BYKjzEUv6RksSVm5yqGPDA
IC Bingsu,Hillsboro,OR,1249 NW 185th Ave,97006,45.52873924522794,-122.8688504,4.3,59,"Desserts, Shaved Ice, Coffee & Tea",$$,tSKa40zvYEEnUWzkfoA7ew
Just Tea,Portland,OR,1045 SE 122nd Ave,97233,45.5155,-122.53805,4.6,92,"Bubble Tea, Waffles, Desserts",$,7ggyH5_T8wXVFqC-YRE1Qg
Bobadochi,Portland,OR,9585 SW Washington Square Rd,97223,45.450176,-122.780813,4.7,10,"Desserts, Bubble Tea, Donuts",N/A,Ik66OEth5VAqsTnrhVWkpQ
French Tastic Patisseries,Portland,OR,5441 S Macadam Ave,97239,45.484084,-122.675069,3.5,2,"Patisserie/Cake Shop, Bakeries, Desserts",N/A,XAAbNp9cssUpvPXDX2_oMw
Phin Caphe & Boba,Beaverton,OR,3905 SW 117th Ave,97005,45.49088,-122.79837,4.3,110,"Coffee & Tea, Bubble Tea, Desserts",$$,L-gJsNkeHMak0dGwpfskSA
Sweet Coco G -  Macadam,Portland,OR,6141 SW Macadam Ave,97239,45.47915,-122.67314,4.7,45,"Coffee & Tea, Bakeries, Desserts",N/A,7kbcpLvmhB7SFKaiHqmCgQ
Libre,Portland,OR,2601 SE Clinton St,97202,45.503714,-122.639481,4.8,45,"Cocktail Bars, Desserts, Seafood",N/A,ZNRq0VTUPp7zD2NcVzyyjw
Sinister Coffee And Creamery,Portland,OR,301 SW Morrison St,97204,45.5184617,-122.6758396,4.7,6,"Desserts, Coffee Roasteries",N/A,8TVnsNeq8KqujlanK3rTvA
Soro Soro Coffee & Dessert,Portland,OR,2250 E Burnside St,97214,45.52266,-122.64245,4.6,442,"Desserts, Coffee & Tea, Asian Fusion",$$,Ur7o-5FviIC9YmJqsGKR6A
DOJA Tea Lounge,Tualatin,OR,18674 SW Boones Ferry Rd,97062,45.38394,-122.76106,4.4,141,"Desserts, Tea Rooms, Asian Fusion",$$$,pWzj56kD4BswuJevLmUJnQ
Lauretta Jean's,Portland,OR,3402 SE Division St,97202,45.504617,-122.629441,4.3,792,"Bakeries, Desserts, Breakfast & Brunch",$$,737kbUmDNRSPkw-77PFcNg
Cornet Custard,Portland,OR,4529 SE Division St,97206,45.50551,-122.61547,4.3,64,"Ice Cream & Frozen Yogurt, Desserts",N/A,RermHlF01Hny3Y7oovOhoQ
Salt & Straw,Portland,OR,838 NW 23rd Ave,97210,45.52897,-122.69844,4.5,4308,"Ice Cream & Frozen Yogurt, Desserts",$$,o_L9Ss4boqq6ZEF9xeSH6Q
Just Bob.,Portland,OR,2403 NE Alberta St,97211,45.55925,-122.64074,4.4,209,"Cafes, Coffee & Tea, Breakfast & Brunch",$,qHUy0Xr9MsytU3FAnh8Rwg
Tous Les Jours,Hillsboro,OR,6221 NE Cornell Rd,97124,45.53424,-122.91654,3.9,104,"Coffee & Tea, Bakeries, Desserts",$$,rEV8ERZU4kbw23K68al7_A
Tous Les Jours,Happy Valley,OR,12000 SE 82nd Ave,97086,45.43681511101968,-122.57284750308308,4.1,84,"Coffee & Tea, Bakeries, Desserts",N/A,GUlEOzsVZc3aKnIYspL7Xw
JinJu Patisserie,Portland,OR,4063 N Williams Ave,97227,45.5528625,-122.6668649,4.8,369,"Bakeries, Chocolatiers & Shops, Desserts",$$,xDOjijlodmlwjCcFOX-Ysg
ResQ Bakery,Beaverton,OR,,97007,45.45843,-122.87349,5.0,4,"Desserts, Donuts",N/A,E3IQuUg_VCQWHn7OdT_CKw
Soen,Portland,OR,923 SW Oak St,97205,45.522814584636095,-122.6804985,5.0,14,"Japanese, Desserts",N/A,MwFhUOgeZ2rl07Dl4fK4aQ
The Cove,Vancouver,WA,5731 SE Columbia Way,98661,45.612693309110576,-122.61044723258316,4.3,482,"Seafood, Desserts, Cocktail Bars",$$$,gJNMHmSGxjDwW1g8L67ogw
Nossa Familia Coffee,Portland,OR,1633 SE 3rd Ave,97214,45.5112733,-122.6628254,4.7,59,"Cafes, Coffee & Tea",$,TTcMHJ723b7LWerfaCnQvw
Cafe Rowan,Portland,OR,4437 SE Cesar E Chavez Blvd,97202,45.49051,-122.62302,4.5,340,"Breakfast & Brunch, Cafes",$$,PdSAZ8Z9yGBTZr2_E13cGg
Blossoming Lotus Cafe,Portland,OR,2122 NW Quimby St,97210,45.533192,-122.695669,4.6,25,"Vegan, Cafes, Juice Bars & Smoothies",N/A,5DtEojcoHcUS6i_Ua7M2_Q
The Cheesecake Factory,Happy Valley,OR,12000 SE 82nd Ave,97086,45.4341677,-122.5722181,3.1,548,"American, Desserts",$$,UNexRv4AjmtV8c6djLJHYg
Salt & Straw,Portland,OR,2035 NE Alberta St,97211,45.559182,-122.644079,4.6,1948,"Ice Cream & Frozen Yogurt, Desserts",$$,IyLLref8p5xTcuO7SpHf-g
Tous Les Jours,Beaverton,OR,11735 SW Beaverton Hillsdale Hwy,97005,45.48844783,-122.797693,4.2,338,"Bakeries, Coffee & Tea, Desserts",$$,c62PkHP6zFupqm3_nkIPBA
Nossa Familia Coffee,Portland,OR,2007 SE Division St,97214,45.504940633102,-122.645439528415,4.3,55,"Coffee & Tea, Cafes",$,MuJdGtsirQ-ECGbl82RBGw
Beard Papa's,Beaverton,OR,10500 SW Beaverton Hillsdale Hwy,97005,45.4858055114746,-122.78524017334,3.6,54,"Desserts, Coffee & Tea, Bakeries",$,ttCW6zQfHuFPVp5Tptci-A
Treat,Vancouver,WA,210 W Evergreen Blvd,98660,45.628915843247405,-122.6733505,4.4,232,"Desserts, Bakeries",$$,ZzOb6PSRi1SFj--gkC3q6w
Camellia Vegan Patisserie,Portland,OR,Ne Wygant St & Ne 7th Ave,97211,45.557309,-122.65855,0.0,0,"Vegan, Desserts, Patisserie/Cake Shop",N/A,0wu9-sKoMfUn5d3v6p3iMw
Maurice,Portland,OR,921 SW Oak St,97205,45.5226352,-122.6805024,4.0,249,"French, Desserts, Scandinavian",$$,kton841tyPEJlVTHjtUF2w
Salt & Straw,Portland,OR,3345 SE Division St,97202,45.5049914,-122.630574650262,4.5,1597,"Ice Cream & Frozen Yogurt, Desserts",$$,4Hc4QRv8PBlTXi9jm2s5cw
Dodo Dumpling,Portland,OR,1902 NW 24th Ave,97210,45.536141,-122.700618,4.3,45,"Chinese, Coffee & Tea, Cafes",N/A,42s36p2N956hBa589S61Eg
Cafe Yumm! - NE 7th & Holladay,Portland,OR,1010 NE 7th Ave,97232,45.5302241,-122.6584273,3.3,121,"Salad, Cafes, Wraps",$,sCXhg_n4pvKcA8qDZalNZw
Cafe Yumm! - PDX Airport,Portland,OR,7000 NE Airport Way,97218,45.589137,-122.593471,3.6,213,"Salad, Cafes, Wraps",$$,qrkjT7YIUh1cWsMmRdg8zg
LJ's Cafe,Milwaukie,OR,6400 SE Lake Rd,97222,45.427962996989834,-122.59777037361984,4.5,35,"Cafes, Breakfast & Brunch, Sandwiches",N/A,Od-5osY5P9VHSsAbyko8Rg
Cafe Yumm! - Happy Valley,Clackamas,OR,11965 SE Sunnyside Rd,97015,45.431225,-122.540014,3.2,112,"Wraps, Salad, Cafes",$,pCxqw9bmhtXl89V5pBhEwg
Cafe Yumm! - Cascade Park Plaza,Vancouver,WA,305 SE Chkalov Dr,98683,45.6187999,-122.554549,3.1,100,"Wraps, Cafes, Salad",$$,Xl868Y-ythj66hLD9rtxcw
Cafe Yumm! - Meridian Square,Lake Oswego,OR,17773 SW Lower Boones Ferry Rd,97035,45.3971983,-122.7428003,2.7,120,"Wraps, Salad, Cafes",$,sPLfzK6UQBADUxW0Vacnsw
Cafe Yumm! - Millikan Pointe,Beaverton,OR,14601 SW Millikan Way,97003,45.495018,-122.827069,3.6,354,"Salad, Wraps, Cafes",$$,0tZ9L9zFl8QHxLCGmb3Z_A
Cafe Yumm! - Mill Plain Crossing,Vancouver,WA,500 SE 192nd Ave,98683,45.61809992406124,-122.4765031,3.2,89,"Wraps, Salad, Cafes",$$,ivWOOUs-KkvHSqVYbeP18g
Matcha En,Chicago,IL,2167 S China Pl,60616,41.85359,-87.635,4.2,280,"Desserts, Japanese",$$,mVbn3yRL6otcBXpag5PzBw
Mango Mango Dessert,Chicago,IL,2161 S China Pl,60616,41.8536997,-87.63477012673711,4.4,424,Desserts,$$,XDW498bCHtL1CqJiGKlkGA
Black Dog Gelato,Chicago,IL,859 N Damen Ave,60622,41.897614,-87.676732,4.2,678,"Ice Cream & Frozen Yogurt, Gelato, Desserts",$$,5ujBRZMoOinzbPtxbuucJw
Ms Ku's Flowers and Desserts,Chicago,IL,2308 S Archer Ave,60616,41.85096,-87.63913,4.8,22,"Desserts, Florists",N/A,KYqJoYzCjzHcW5zPR0QbGQ
Nia Drink & Dessert,Chicago,IL,610 W 31st St,60616,41.83823,-87.64193,4.9,28,"Custom Cakes, Desserts, Bubble Tea",N/A,7p694scqt2zRDWnCJthYmA
